Scenario,year,variable,sector,qualifier,type,value
"Base","2025","xac","H-AGW3","CFoodProc","H1",0.005024190
"Base","2025","xac","H-AGW3","COthMfg","H1",0.001525855
"Base","2025","xac","H-AGW3","CMinUtlCon","H1",0.000401535
"Base","2025","xac","H-AGW3","CRoadTr","H1",0.003635623
"Base","2025","xac","H-AGW3","COtherTr","H1",0.000896840
"Base","2025","xac","H-AGW3","CCommServ","H1",0.010934133
"Base","2025","xac","H-AGW3","COthPrSrv","H1",0.000997181
"Base","2025","xac","H-AGW3","CPubServ","H1",0.001441105
"Base","2025","xac","H-NFNP","CPerAg","H1",0.111863524
"Base","2025","xac","H-NFNP","CNPAg","H1",0.001178428
"Base","2025","xac","H-NFNP","CFoodProc","H1",0.098774781
"Base","2025","xac","H-NFNP","COthMfg","H1",0.074098780
"Base","2025","xac","H-NFNP","CMinUtlCon","H1",0.011534963
"Base","2025","xac","H-NFNP","CRoadTr","H1",0.109062797
"Base","2025","xac","H-NFNP","COtherTr","H1",0.027346004
"Base","2025","xac","H-NFNP","CCommServ","H1",0.336567613
"Base","2025","xac","H-NFNP","COthPrSrv","H1",0.029024203
"Base","2025","xac","H-NFNP","CPubServ","H1",0.044111784
"Base","2025","xac","H-NFP","CPerAg","H1",0.038553823
"Base","2025","xac","H-NFP","CNPAg","H1",0.000362598
"Base","2025","xac","H-NFP","CFoodProc","H1",0.055266129
"Base","2025","xac","H-NFP","COthMfg","H1",0.022167408
"Base","2025","xac","H-NFP","CMinUtlCon","H1",0.004783343
"Base","2025","xac","H-NFP","CRoadTr","H1",0.044201331
"Base","2025","xac","H-NFP","COtherTr","H1",0.011002013
"Base","2025","xac","H-NFP","CCommServ","H1",0.134422495
"Base","2025","xac","H-NFP","COthPrSrv","H1",0.011485651
"Base","2025","xac","H-NFP","CPubServ","H1",0.017624067
"Base","2025","xac","H-URNP","CPerAg","H1",0.536050482
"Base","2025","xac","H-URNP","CNPAg","H1",0.004709250
"Base","2025","xac","H-URNP","CFoodProc","H1",0.309319939
"Base","2025","xac","H-URNP","COthMfg","H1",0.286699289
"Base","2025","xac","H-URNP","CMinUtlCon","H1",0.047715347
"Base","2025","xac","H-URNP","CRoadTr","H1",0.316557939
"Base","2025","xac","H-URNP","COtherTr","H1",0.096356423
"Base","2025","xac","H-URNP","CCommServ","H1",1.914336139
"Base","2025","xac","H-URNP","COthPrSrv","H1",0.074976539
"Base","2025","xac","H-URNP","CPubServ","H1",0.155623279
"Base","2025","xac","H-URPR","CPerAg","H1",0.044516764
"Base","2025","xac","H-URPR","CNPAg","H1",0.000378589
"Base","2025","xac","H-URPR","CFoodProc","H1",0.044161085
"Base","2025","xac","H-URPR","COthMfg","H1",0.020724768
"Base","2025","xac","H-URPR","CMinUtlCon","H1",0.004840692
"Base","2025","xac","H-URPR","CRoadTr","H1",0.032948686
"Base","2025","xac","H-URPR","COtherTr","H1",0.008489213
"Base","2025","xac","H-URPR","CCommServ","H1",0.107476801
"Base","2025","xac","H-URPR","COthPrSrv","H1",0.007354957
"Base","2025","xac","H-URPR","CPubServ","H1",0.013970245
"Base","2025","xaf","CPerAg","GOVT","S1",0.000000000
"Base","2025","xaf","CNPAg","GOVT","S1",0.000000000
"Base","2025","xaf","CFoodProc","GOVT","S1",0.000074347
"Base","2025","xaf","COthMfg","GOVT","S1",0.000000000
"Base","2025","xaf","CMinUtlCon","GOVT","S1",0.000000000
"Base","2025","xaf","CRoadTr","GOVT","S1",0.000000000
"Base","2025","xaf","COtherTr","GOVT","S1",0.000000000
"Base","2025","xaf","CCommServ","GOVT","S1",0.025416460
"Base","2025","xaf","COthPrSrv","GOVT","S1",0.000000000
"Base","2025","xaf","CPubServ","GOVT","S1",1.293338184
"Base","2025","xf","GOVT","","M1",1.318828991
"Base","2025","xaf","CPerAg","CapAcct","S1",0.000021050
"Base","2025","xaf","CNPAg","CapAcct","S1",0.000000000
"Base","2025","xaf","CFoodProc","CapAcct","S1",0.000135404
"Base","2025","xaf","COthMfg","CapAcct","S1",0.332626386
"Base","2025","xaf","CMinUtlCon","CapAcct","S1",0.246196595
"Base","2025","xaf","CRoadTr","CapAcct","S1",0.000000000
"Base","2025","xaf","COtherTr","CapAcct","S1",0.000000000
"Base","2025","xaf","CCommServ","CapAcct","S1",0.058432857
"Base","2025","xaf","COthPrSrv","CapAcct","S1",0.000000000
"Base","2025","xaf","CPubServ","CapAcct","S1",0.000000000
"Base","2025","xf","CapAcct","","M1",0.637412291
"Base","2025","xa","CPerAg","","S1",1.363360362
"Base","2025","xd","CPerAg","","S1",1.189860116
"Base","2025","xmt","CPerAg","","S1",0.224356981
"Base","2025","xet","CPerAg","","S1",0.005355269
"Base","2025","pd","CPerAg","","S2",1.646567375
"Base","2025","pmt","CPerAg","","S2",1.000000000
"Base","2025","pet","CPerAg","","S2",1.228500032
"Base","2025","xm","CPerAg","ROW","S3",0.190972895
"Base","2025","xe","CPerAg","ROW","S3",0.005355269
"Base","2025","xa","CNPAg","","S1",0.813016913
"Base","2025","xd","CNPAg","","S1",0.754709677
"Base","2025","xmt","CNPAg","","S1",0.062376812
"Base","2025","xet","CNPAg","","S1",0.005487832
"Base","2025","pd","CNPAg","","S2",1.245231094
"Base","2025","pmt","CNPAg","","S2",1.000000000
"Base","2025","pet","CNPAg","","S2",1.028301267
"Base","2025","xm","CNPAg","ROW","S3",0.062376812
"Base","2025","xe","CNPAg","ROW","S3",0.005487832
"Base","2025","xa","CFoodProc","","S1",1.201133950
"Base","2025","xd","CFoodProc","","S1",1.130559182
"Base","2025","xmt","CFoodProc","","S1",0.073517838
"Base","2025","xet","CFoodProc","","S1",0.207781674
"Base","2025","pd","CFoodProc","","S2",0.875862415
"Base","2025","pmt","CFoodProc","","S2",1.000000000
"Base","2025","pet","CFoodProc","","S2",0.880791015
"Base","2025","xm","CFoodProc","ROW","S3",0.055540032
"Base","2025","xe","CFoodProc","ROW","S3",0.207781674
"Base","2025","xa","COthMfg","","S1",5.834397265
"Base","2025","xd","COthMfg","","S1",3.739559410
"Base","2025","xmt","COthMfg","","S1",2.102145249
"Base","2025","xet","COthMfg","","S1",0.826632538
"Base","2025","pd","COthMfg","","S2",0.949752690
"Base","2025","pmt","COthMfg","","S2",1.000000000
"Base","2025","pet","COthMfg","","S2",0.860328730
"Base","2025","xm","COthMfg","ROW","S3",2.031648082
"Base","2025","xe","COthMfg","ROW","S3",0.826632538
"Base","2025","xa","CMinUtlCon","","S1",1.376233204
"Base","2025","xd","CMinUtlCon","","S1",1.430673007
"Base","2025","xmt","CMinUtlCon","","S1",0.011486211
"Base","2025","xet","CMinUtlCon","","S1",0.062134553
"Base","2025","pd","CMinUtlCon","","S2",0.443804196
"Base","2025","pmt","CMinUtlCon","","S2",1.000000000
"Base","2025","pet","CMinUtlCon","","S2",0.614173546
"Base","2025","xm","CMinUtlCon","ROW","S3",0.011473576
"Base","2025","xe","CMinUtlCon","ROW","S3",0.062134553
"Base","2025","xa","CRoadTr","","S1",1.451729214
"Base","2025","xd","CRoadTr","","S1",1.451729214
"Base","2025","xmt","CRoadTr","","S1",0.000000000
"Base","2025","xet","CRoadTr","","S1",0.000000000
"Base","2025","pd","CRoadTr","","S2",0.555417913
"Base","2025","pmt","CRoadTr","","S2",1.000000000
"Base","2025","pet","CRoadTr","","S2",1.000000000
"Base","2025","xm","CRoadTr","ROW","S3",0.000000000
"Base","2025","xe","CRoadTr","ROW","S3",0.000000000
"Base","2025","xa","COtherTr","","S1",0.336465184
"Base","2025","xd","COtherTr","","S1",0.336465184
"Base","2025","xmt","COtherTr","","S1",0.000000000
"Base","2025","xet","COtherTr","","S1",2.204103023
"Base","2025","pd","COtherTr","","S2",0.406621073
"Base","2025","pmt","COtherTr","","S2",1.000000000
"Base","2025","pet","COtherTr","","S2",0.574231335
"Base","2025","xm","COtherTr","ROW","S3",0.000000000
"Base","2025","xe","COtherTr","ROW","S3",2.204103023
"Base","2025","xa","CCommServ","","S1",5.559271079
"Base","2025","xd","CCommServ","","S1",5.562754435
"Base","2025","xmt","CCommServ","","S1",0.000031835
"Base","2025","xet","CCommServ","","S1",0.822081186
"Base","2025","pd","CCommServ","","S2",0.231870738
"Base","2025","pmt","CCommServ","","S2",1.000000000
"Base","2025","pet","CCommServ","","S2",0.441175998
"Base","2025","xm","CCommServ","ROW","S3",0.000031835
"Base","2025","xe","CCommServ","ROW","S3",0.822081186
"Base","2025","xa","COthPrSrv","","S1",0.929973063
"Base","2025","xd","COthPrSrv","","S1",0.584822906
"Base","2025","xmt","COthPrSrv","","S1",0.405644610
"Base","2025","xet","COthPrSrv","","S1",0.000000000
"Base","2025","pd","COthPrSrv","","S2",1.500782960
"Base","2025","pmt","COthPrSrv","","S2",1.000000000
"Base","2025","pet","COthPrSrv","","S2",1.000000000
"Base","2025","xm","COthPrSrv","ROW","S3",0.405644610
"Base","2025","xe","COthPrSrv","ROW","S3",0.000000000
"Base","2025","xa","CPubServ","","S1",1.743585751
"Base","2025","xd","CPubServ","","S1",1.743585751
"Base","2025","xmt","CPubServ","","S1",0.000000000
"Base","2025","xet","CPubServ","","S1",0.000000000
"Base","2025","pd","CPubServ","","S2",0.264179319
"Base","2025","pmt","CPubServ","","S2",1.000000000
"Base","2025","pet","CPubServ","","S2",1.000000000
"Base","2025","xm","CPubServ","ROW","S3",0.000000000
"Base","2025","xe","CPubServ","ROW","S3",0.000000000
"Base","2025","tmg","CPerAg","d","S2",0.000000000
"Base","2025","tmg","CNPAg","d","S2",0.000000000
"Base","2025","tmg","CFoodProc","d","S2",0.000000000
"Base","2025","tmg","COthMfg","d","S2",0.000000000
"Base","2025","tmg","CMinUtlCon","d","S2",0.000000000
"Base","2025","tmg","CRoadTr","d","S2",0.000000000
"Base","2025","tmg","COtherTr","d","S2",0.000000000
"Base","2025","tmg","CCommServ","d","S2",0.000000000
"Base","2025","tmg","COthPrSrv","d","S2",0.000000000
"Base","2025","tmg","CPubServ","d","S2",0.000000000
"Base","2025","gdpmp","","","M1",5.814056802
"Base","2025","rgdpmp","","","M1",11.702980259
"Base","2025","pgdpmp","","","M2",0.496801385
"Base","2025","tcons","","","M1",8.370850745
"Base","2025","tgov","","","M1",1.318828991
"Base","2025","tinv","","","M1",0.637412291
"Base","2025","texp","","","M1",4.133576075
"Base","2025","timp","","","M1",2.757687843
"Base","2025","pcons","","","M1",101.584780987
"Base","2025","pgov","","","M1",26.359461049
"Base","2025","pinv","","","M1",70.861786041
"Base","2025","pexp","","","M1",80.480504964
"Base","2025","pimp","","","M1",100.000000000
"Base","2025","gdpfc","","","M1",5.877130880
"Base","2025","rgdpfc","","","M1",76.588936516
"Base","2025","pgdpfc","","","M2",0.076736029
"Base","2025","pk","","","M2",2.664399720
"Base","2025","pland","","","M2",2.887201502
"Base","2025","ggdp","","","M2",0.050000000
"Base","2025","gl","","","M2",0.166792840
"Base","2025","walras","","","M1",-0.000078716
"Base","2025","ky","Capital","","M1",3.800969323
"Base","2025","ty","Land","","M1",0.112513351
"Base","2025","tary","","","M1",0.121871692
"Base","2025","rtary","","","M1",0.142366649
"Base","2025","tmadj","","","M1",1.000000000
"Base","2025","gy","","","M1",0.163865995
"Base","2025","gexp","","","M1",0.372728492
"Base","2025","savg","","","M1",-0.208862496
"Base","2025","rsg","","","M1",-0.243986550
"Base","2025","tks","Capital","","M1",1.426576236
"Base","2025","ptks","Capital","","M2",2.664399720
"Base","2025","savf","","","M1",0.000000000
"Base","2025","plev","","","M2",0.856041025
"Base","2025","er","","","M2",1.000000000
"Base","2025","taxadjh","","","M2",1.000000000
"Base","2025","ly","LabUn","","M3",1.289283935
"Base","2025","ly","LabSk","","M3",0.564032577
"Base","2025","yh","H-LF1","","H1",0.043907086
"Base","2025","yd","H-LF1","","H1",0.043907086
"Base","2025","gtrh","H-LF1","","H1",0.000000000
"Base","2025","cpi","H-LF1","","H2",1.002799065
"Base","2025","kappah","H-LF1","","H2",0.000000000
"Base","2025","yh","H-LF2","","H1",0.232675887
"Base","2025","yd","H-LF2","","H1",0.232675887
"Base","2025","gtrh","H-LF2","","H1",0.000044527
"Base","2025","cpi","H-LF2","","H2",1.042407812
"Base","2025","kappah","H-LF2","","H2",0.000000000
"Base","2025","yh","H-LF3","","H1",0.023749960
"Base","2025","yd","H-LF3","","H1",0.023749960
"Base","2025","gtrh","H-LF3","","H1",0.000010488
"Base","2025","cpi","H-LF3","","H2",0.973158603
"Base","2025","kappah","H-LF3","","H2",0.000000000
"Base","2025","yh","H-MF1","","H1",0.096464960
"Base","2025","yd","H-MF1","","H1",0.096464960
"Base","2025","gtrh","H-MF1","","H1",0.000017163
"Base","2025","cpi","H-MF1","","H2",1.002721779
"Base","2025","kappah","H-MF1","","H2",0.000000000
"Base","2025","yh","H-MF2","","H1",0.295050393
"Base","2025","yd","H-MF2","","H1",0.295050393
"Base","2025","gtrh","H-MF2","","H1",0.000145411
"Base","2025","cpi","H-MF2","","H2",1.012206195
"Base","2025","kappah","H-MF2","","H2",0.000000000
"Base","2025","yh","H-MF3","","H1",0.078066677
"Base","2025","yd","H-MF3","","H1",0.078066677
"Base","2025","gtrh","H-MF3","","H1",0.000079139
"Base","2025","cpi","H-MF3","","H2",0.973096920
"Base","2025","kappah","H-MF3","","H2",0.000000000
"Base","2025","yh","H-SF1","","H1",0.119643782
"Base","2025","yd","H-SF1","","H1",0.119643782
"Base","2025","gtrh","H-SF1","","H1",0.000294624
"Base","2025","cpi","H-SF1","","H2",1.008149012
"Base","2025","kappah","H-SF1","","H2",0.000000000
"Base","2025","yh","H-SF2","","H1",0.638450476
"Base","2025","yd","H-SF2","","H1",0.638450476
"Base","2025","gtrh","H-SF2","","H1",0.001760837
"Base","2025","cpi","H-SF2","","H2",1.068399990
"Base","2025","kappah","H-SF2","","H2",0.000000000
"Base","2025","yh","H-SF3","","H1",0.248189398
"Base","2025","yd","H-SF3","","H1",0.248189398
"Base","2025","gtrh","H-SF3","","H1",0.001130824
"Base","2025","cpi","H-SF3","","H2",1.011597205
"Base","2025","kappah","H-SF3","","H2",0.000000000
"Base","2025","yh","H-0F1","","H1",0.083439189
"Base","2025","yd","H-0F1","","H1",0.083439189
"Base","2025","gtrh","H-0F1","","H1",0.000151603
"Base","2025","cpi","H-0F1","","H2",1.013166776
"Base","2025","kappah","H-0F1","","H2",0.000000000
"Base","2025","yh","H-0F2","","H1",0.083080899
"Base","2025","yd","H-0F2","","H1",0.083080899
"Base","2025","gtrh","H-0F2","","H1",0.000205752
"Base","2025","cpi","H-0F2","","H2",1.015548422
"Base","2025","kappah","H-0F2","","H2",0.000000000
"Base","2025","yh","H-0F3","","H1",0.029054802
"Base","2025","yd","H-0F3","","H1",0.029054802
"Base","2025","gtrh","H-0F3","","H1",0.000050534
"Base","2025","cpi","H-0F3","","H2",0.990539122
"Base","2025","kappah","H-0F3","","H2",0.000000000
"Base","2025","yh","H-AGW1","","H1",0.030141540
"Base","2025","yd","H-AGW1","","H1",0.030141540
"Base","2025","gtrh","H-AGW1","","H1",0.000175440
"Base","2025","cpi","H-AGW1","","H2",1.004864205
"Base","2025","kappah","H-AGW1","","H2",0.000000000
"Base","2025","yh","H-AGW2","","H1",0.100108596
"Base","2025","yd","H-AGW2","","H1",0.100108596
"Base","2025","gtrh","H-AGW2","","H1",0.000128719
"Base","2025","cpi","H-AGW2","","H2",1.032100588
"Base","2025","kappah","H-AGW2","","H2",0.000000000
"Base","2025","yh","H-AGW3","","H1",0.018185139
"Base","2025","yd","H-AGW3","","H1",0.018185139
"Base","2025","gtrh","H-AGW3","","H1",0.000005721
"Base","2025","cpi","H-AGW3","","H2",0.979129261
"Base","2025","kappah","H-AGW3","","H2",0.000000000
"Base","2025","yh","H-NFNP","","H1",0.608000645
"Base","2025","yd","H-NFNP","","H1",0.608000645
"Base","2025","gtrh","H-NFNP","","H1",0.007364519
"Base","2025","cpi","H-NFNP","","H2",1.011547678
"Base","2025","kappah","H-NFNP","","H2",0.000000000
"Base","2025","yh","H-NFP","","H1",0.226887905
"Base","2025","yd","H-NFP","","H1",0.226887905
"Base","2025","gtrh","H-NFP","","H1",0.002078288
"Base","2025","cpi","H-NFP","","H2",0.990978282
"Base","2025","kappah","H-NFP","","H2",0.000000000
"Base","2025","yh","H-URNP","","H1",2.768811034
"Base","2025","yd","H-URNP","","H1",2.541870961
"Base","2025","gtrh","H-URNP","","H1",0.014810260
"Base","2025","cpi","H-URNP","","H2",1.011229345
"Base","2025","kappah","H-URNP","","H2",0.081963005
"Base","2025","yh","H-URPR","","H1",0.203914498
"Base","2025","yd","H-URPR","","H1",0.203914498
"Base","2025","gtrh","H-URPR","","H1",0.000858155
"Base","2025","cpi","H-URPR","","H2",1.002391966
"Base","2025","kappah","H-URPR","","H2",0.000000000
"Base","2030","xp","APerAg","","S1",1.272629373
"Base","2030","xp","ANPAg","","S1",0.876450379
"Base","2030","xp","AFoodProc","","S1",1.540161306
"Base","2030","xp","AOthMfg","","S1",5.705638643
"Base","2030","xp","AMinUtlCon","","S1",1.877177466
"Base","2030","xp","ARoadTr","","S1",1.689284976
"Base","2030","xp","AOtherTr","","S1",3.695915561
"Base","2030","xp","ACommServ","","S1",9.410543868
"Base","2030","xp","AOthPrSrv","","S1",0.676739682
"Base","2030","xp","APubServ","","S1",2.172895946
"Base","2030","pp","APerAg","","S2",1.754443447
"Base","2030","pp","ANPAg","","S2",1.348586524
"Base","2030","pp","AFoodProc","","S2",0.863921771
"Base","2030","pp","AOthMfg","","S2",0.930649765
"Base","2030","pp","AMinUtlCon","","S2",0.427555688
"Base","2030","pp","ARoadTr","","S2",0.559633505
"Base","2030","pp","AOtherTr","","S2",0.495736728
"Base","2030","pp","ACommServ","","S2",0.209083027
"Base","2030","pp","AOthPrSrv","","S2",1.580076419
"Base","2030","pp","APubServ","","S2",0.261237454
"Base","2030","x","CPerAg","","S1",1.272629373
"Base","2030","x","CNPAg","","S1",0.876450379
"Base","2030","x","CFoodProc","","S1",1.540161306
"Base","2030","x","COthMfg","","S1",5.705638643
"Base","2030","x","CMinUtlCon","","S1",1.877177466
"Base","2030","x","CRoadTr","","S1",1.689284976
"Base","2030","x","COtherTr","","S1",3.695915561
"Base","2030","x","CCommServ","","S1",9.410543868
"Base","2030","x","COthPrSrv","","S1",0.676739682
"Base","2030","x","CPubServ","","S1",2.172895946
"Base","2030","xac","H-LF1","CPerAg","H1",0.007104996
"Base","2030","xac","H-LF1","CNPAg","H1",0.000057292
"Base","2030","xac","H-LF1","CFoodProc","H1",0.009771700
"Base","2030","xac","H-LF1","COthMfg","H1",0.006423689
"Base","2030","xac","H-LF1","CMinUtlCon","H1",0.000753121
"Base","2030","xac","H-LF1","CRoadTr","H1",0.010784514
"Base","2030","xac","H-LF1","COtherTr","H1",0.002956801
"Base","2030","xac","H-LF1","CCommServ","H1",0.037811545
"Base","2030","xac","H-LF1","COthPrSrv","H1",0.003003758
"Base","2030","xac","H-LF1","CPubServ","H1",0.004253417
"Base","2030","xac","H-LF2","CPerAg","H1",0.036697475
"Base","2030","xac","H-LF2","CNPAg","H1",0.000333322
"Base","2030","xac","H-LF2","CFoodProc","H1",0.034693833
"Base","2030","xac","H-LF2","COthMfg","H1",0.044894414
"Base","2030","xac","H-LF2","CMinUtlCon","H1",0.004532826
"Base","2030","xac","H-LF2","CRoadTr","H1",0.061525717
"Base","2030","xac","H-LF2","COtherTr","H1",0.016599749
"Base","2030","xac","H-LF2","CCommServ","H1",0.209419430
"Base","2030","xac","H-LF2","COthPrSrv","H1",0.019251550
"Base","2030","xac","H-LF2","CPubServ","H1",0.023356767
"Base","2030","xac","H-LF3","CPerAg","H1",0.003163030
"Base","2030","xac","H-LF3","CNPAg","H1",0.000029357
"Base","2030","xac","H-LF3","CFoodProc","H1",0.004796580
"Base","2030","xac","H-LF3","COthMfg","H1",0.004522702
"Base","2030","xac","H-LF3","CMinUtlCon","H1",0.000477231
"Base","2030","xac","H-LF3","CRoadTr","H1",0.005759992
"Base","2030","xac","H-LF3","COtherTr","H1",0.001596203
"Base","2030","xac","H-LF3","CCommServ","H1",0.020172974
"Base","2030","xac","H-LF3","COthPrSrv","H1",0.001769447
"Base","2030","xac","H-LF3","CPubServ","H1",0.002301553
"Base","2030","xac","H-MF1","CPerAg","H1",0.016854452
"Base","2030","xac","H-MF1","CNPAg","H1",0.000134552
"Base","2030","xac","H-MF1","CFoodProc","H1",0.022241475
"Base","2030","xac","H-MF1","COthMfg","H1",0.014614485
"Base","2030","xac","H-MF1","CMinUtlCon","H1",0.001704220
"Base","2030","xac","H-MF1","CRoadTr","H1",0.024185963
"Base","2030","xac","H-MF1","COtherTr","H1",0.006654929
"Base","2030","xac","H-MF1","CCommServ","H1",0.085440832
"Base","2030","xac","H-MF1","COthPrSrv","H1",0.006576989
"Base","2030","xac","H-MF1","CPubServ","H1",0.009599131
"Base","2030","xac","H-MF2","CPerAg","H1",0.053414888
"Base","2030","xac","H-MF2","CNPAg","H1",0.000525379
"Base","2030","xac","H-MF2","CFoodProc","H1",0.044907831
"Base","2030","xac","H-MF2","COthMfg","H1",0.058591685
"Base","2030","xac","H-MF2","CMinUtlCon","H1",0.005681416
"Base","2030","xac","H-MF2","CRoadTr","H1",0.073943558
"Base","2030","xac","H-MF2","COtherTr","H1",0.020484187
"Base","2030","xac","H-MF2","CCommServ","H1",0.261883119
"Base","2030","xac","H-MF2","COthPrSrv","H1",0.020395966
"Base","2030","xac","H-MF2","CPubServ","H1",0.029352292
"Base","2030","xac","H-MF3","CPerAg","H1",0.011071671
"Base","2030","xac","H-MF3","CNPAg","H1",0.000103764
"Base","2030","xac","H-MF3","CFoodProc","H1",0.016859662
"Base","2030","xac","H-MF3","COthMfg","H1",0.015889645
"Base","2030","xac","H-MF3","CMinUtlCon","H1",0.001693784
"Base","2030","xac","H-MF3","CRoadTr","H1",0.020264622
"Base","2030","xac","H-MF3","COtherTr","H1",0.005614292
"Base","2030","xac","H-MF3","CCommServ","H1",0.070902369
"Base","2030","xac","H-MF3","COthPrSrv","H1",0.006234608
"Base","2030","xac","H-MF3","CPubServ","H1",0.008089406
"Base","2030","xac","H-SF1","CPerAg","H1",0.021823406
"Base","2030","xac","H-SF1","CNPAg","H1",0.000167460
"Base","2030","xac","H-SF1","CFoodProc","H1",0.029931401
"Base","2030","xac","H-SF1","COthMfg","H1",0.014676510
"Base","2030","xac","H-SF1","CMinUtlCon","H1",0.002133632
"Base","2030","xac","H-SF1","CRoadTr","H1",0.028644185
"Base","2030","xac","H-SF1","COtherTr","H1",0.007892608
"Base","2030","xac","H-SF1","CCommServ","H1",0.102007009
"Base","2030","xac","H-SF1","COthPrSrv","H1",0.007701160
"Base","2030","xac","H-SF1","CPubServ","H1",0.011406292
"Base","2030","xac","H-SF2","CPerAg","H1",0.148692656
"Base","2030","xac","H-SF2","CNPAg","H1",0.000942324
"Base","2030","xac","H-SF2","CFoodProc","H1",0.118082138
"Base","2030","xac","H-SF2","COthMfg","H1",0.081058519
"Base","2030","xac","H-SF2","CMinUtlCon","H1",0.011936342
"Base","2030","xac","H-SF2","CRoadTr","H1",0.143728230
"Base","2030","xac","H-SF2","COtherTr","H1",0.039608445
"Base","2030","xac","H-SF2","CCommServ","H1",0.517306456
"Base","2030","xac","H-SF2","COthPrSrv","H1",0.036740744
"Base","2030","xac","H-SF2","CPubServ","H1",0.056615857
"Base","2030","xac","H-SF3","CPerAg","H1",0.046672562
"Base","2030","xac","H-SF3","CNPAg","H1",0.000547111
"Base","2030","xac","H-SF3","CFoodProc","H1",0.060533710
"Base","2030","xac","H-SF3","COthMfg","H1",0.028305555
"Base","2030","xac","H-SF3","CMinUtlCon","H1",0.006554425
"Base","2030","xac","H-SF3","CRoadTr","H1",0.056954436
"Base","2030","xac","H-SF3","COtherTr","H1",0.015742362
"Base","2030","xac","H-SF3","CCommServ","H1",0.204366672
"Base","2030","xac","H-SF3","COthPrSrv","H1",0.015352287
"Base","2030","xac","H-SF3","CPubServ","H1",0.022804358
"Base","2030","xac","H-0F1","CPerAg","H1",0.016212384
"Base","2030","xac","H-0F1","CNPAg","H1",0.000144702
"Base","2030","xac","H-0F1","CFoodProc","H1",0.023049091
"Base","2030","xac","H-0F1","COthMfg","H1",0.007493375
"Base","2030","xac","H-0F1","CMinUtlCon","H1",0.001948204
"Base","2030","xac","H-0F1","CRoadTr","H1",0.018796260
"Base","2030","xac","H-0F1","COtherTr","H1",0.005200988
"Base","2030","xac","H-0F1","CCommServ","H1",0.067853595
"Base","2030","xac","H-0F1","COthPrSrv","H1",0.005018074
"Base","2030","xac","H-0F1","CPubServ","H1",0.007543655
"Base","2030","xac","H-0F2","CPerAg","H1",0.016377153
"Base","2030","xac","H-0F2","CNPAg","H1",0.000126768
"Base","2030","xac","H-0F2","CFoodProc","H1",0.018390135
"Base","2030","xac","H-0F2","COthMfg","H1",0.010866966
"Base","2030","xac","H-0F2","CMinUtlCon","H1",0.001910596
"Base","2030","xac","H-0F2","CRoadTr","H1",0.018976008
"Base","2030","xac","H-0F2","COtherTr","H1",0.005285787
"Base","2030","xac","H-0F2","CCommServ","H1",0.068492145
"Base","2030","xac","H-0F2","COthPrSrv","H1",0.004939241
"Base","2030","xac","H-0F2","CPubServ","H1",0.007614076
"Base","2030","xac","H-0F3","CPerAg","H1",0.004978802
"Base","2030","xac","H-0F3","CNPAg","H1",0.000061265
"Base","2030","xac","H-0F3","CFoodProc","H1",0.007644696
"Base","2030","xac","H-0F3","COthMfg","H1",0.003710490
"Base","2030","xac","H-0F3","CMinUtlCon","H1",0.000740815
"Base","2030","xac","H-0F3","CRoadTr","H1",0.006736558
"Base","2030","xac","H-0F3","COtherTr","H1",0.001868904
"Base","2030","xac","H-0F3","CCommServ","H1",0.024131822
"Base","2030","xac","H-0F3","COthPrSrv","H1",0.001816080
"Base","2030","xac","H-0F3","CPubServ","H1",0.002710177
"Base","2030","xac","H-AGW1","CPerAg","H1",0.006471042
"Base","2030","xac","H-AGW1","CNPAg","H1",0.000050209
"Base","2030","xac","H-AGW1","CFoodProc","H1",0.008624482
"Base","2030","xac","H-AGW1","COthMfg","H1",0.002238238
"Base","2030","xac","H-AGW1","CMinUtlCon","H1",0.000557769
"Base","2030","xac","H-AGW1","CRoadTr","H1",0.005751301
"Base","2030","xac","H-AGW1","COtherTr","H1",0.001634871
"Base","2030","xac","H-AGW1","CCommServ","H1",0.021881565
"Base","2030","xac","H-AGW1","COthPrSrv","H1",0.001208985
"Base","2030","xac","H-AGW1","CPubServ","H1",0.002407888
"Base","2030","xac","H-AGW2","CPerAg","H1",0.023897455
"Base","2030","xac","H-AGW2","CNPAg","H1",0.000134171
"Base","2030","xac","H-AGW2","CFoodProc","H1",0.021977805
"Base","2030","xac","H-AGW2","COthMfg","H1",0.009407661
"Base","2030","xac","H-AGW2","CMinUtlCon","H1",0.001665550
"Base","2030","xac","H-AGW2","CRoadTr","H1",0.019189588
"Base","2030","xac","H-AGW2","COtherTr","H1",0.005444067
"Base","2030","xac","H-AGW2","CCommServ","H1",0.073079196
"Base","2030","xac","H-AGW2","COthPrSrv","H1",0.003948479
"Base","2030","xac","H-AGW2","CPubServ","H1",0.008018071
"Base","2030","xac","H-AGW3","CPerAg","H1",0.002951049
"Base","2030","xac","H-AGW3","CNPAg","H1",0.000040540
"Base","2030","xac","H-AGW3","CFoodProc","H1",0.005719640
"Base","2030","xac","H-AGW3","COthMfg","H1",0.001711213
"Base","2030","xac","H-AGW3","CMinUtlCon","H1",0.000477751
"Base","2030","xac","H-AGW3","CRoadTr","H1",0.004039563
"Base","2030","xac","H-AGW3","COtherTr","H1",0.001122108
"Base","2030","xac","H-AGW3","CCommServ","H1",0.014554086
"Base","2030","xac","H-AGW3","COthPrSrv","H1",0.001072909
